Month,Cycle,"Type of Tpr","Start Date","End Date","Scheme ID","Scheme Name","ND Code","ND Name","Invoice Number","ND Location","RD Code","RD Name",City,"Billing Location","Retailer Code","Retailer Name",Asin,Model,"Internal name",Dsn,"Sale Date","Activation Date",Remarks,Type,"Activation %","Promo Qty","Sold Qty","Margin %",MRP,"Base Price","Invoice Price","TPR Discount","BAU Discount","Discounted Mrp","Discounted base price","Discounted Invoice Price","Loss to Revenue per unit (without GST)","Elegible for TPR","TPR Payout Value","Final CN",Partner,"Eligible for BAU Payout","BAU Payout Value",Status
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2104991000310,Kolkata,RDKDE1,"KD Electronics",Kolkata,"West Bengal",9991,"Starmark  South City Kolkata",B07PFFMP9P,"All-new Echo Dot (3rd Gen)-Black",Crumpet,G090XG09003515G6,2020-12-14,2020-12-04,BAU,,0,1,1,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,703.39,GT,Yes,703.39,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2012991000119,Kolkata,RDKDE1,"KD Electronics",Kolkata,"West Bengal",9991,"Starmark  South City Kolkata",B07PFFMP9P,"All-new Echo Dot (3rd Gen)-Black",Crumpet,G090XG0900361239,2020-12-14,2020-12-04,BAU,,0,1,1,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,703.39,GT,Yes,703.39,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2105991000242,"Bypass Police Chowki, Mumbai",RDKDE1,"KD Electronics",Kolkata,"West Bengal",9263,"Bhajan Lal Commercials",B07FQ4Q7MB,"All New Kindle (10th Gen), 8GB,WiFi (Black)",Jaeger,G090VB06029600GW,2020-12-14,2020-12-09,BAU,,0,1,0,14,7999,5829.78,6879.14,0,0,0,0.00,0.00,0,No,0,0,ROT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2105991000242,"Bypass Police Chowki, Mumbai",RDKDE1,"KD Electronics",Kolkata,"West Bengal",751394,"Navshi Infotech Pvt Ltd.",B07FQ4Q7MB,"All New Kindle (10th Gen), 8GB,WiFi (Black)",Jaeger,G090VB0602960198,2020-12-14,2020-12-07,BAU,,0,1,0,14,7999,5829.78,6879.14,0,0,0,0.00,0.00,0,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2107991000047,Kolkata,RDKDE1,"KD Electronics",Kolkata,"West Bengal",9991,"Starmark  South City Kolkata",B07FQ4Q7MB,"All New Kindle (10th Gen), 8GB,WiFi (Black)",Jaeger,G090VB060315013P,2020-12-14,2020-12-10,BAU,,0,1,0,14,7999,5829.78,6879.14,0,0,0,0.00,0.00,0,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2105991000213,"Bypass Police Chowki, Mumbai",RDKDE1,"KD Electronics",Kolkata,"West Bengal",9814,"Velocity It Store  Kolkata",B07FQ4Q7MB,"All New Kindle (10th Gen), 8GB,WiFi (Black)",Jaeger,G090VB06029600DK,2020-12-14,2020-12-03,BAU,,0,1,0,14,7999,5829.78,6879.14,0,0,0,0.00,0.00,0,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2104991000131,Kolkata,RDKDE1,"KD Electronics",Kolkata,"West Bengal",9855,"Vishal Electronics  Sarat Bose Road  Kolkata",B07NQLKYS3,"Echo Dot with clock",Doebrite,G0914704011504KT,2020-12-14,2020-12-10,BAU,,0,1,1,17,5499,3867.94,4564.17,0,1500,3999,2812.86,3319.17,1055.08,No,0,1055.08,GT,Yes,1055.08,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2012991000119,Kolkata,RDKDE1,"KD Electronics",Kolkata,"West Bengal",9147,"Bhagwati- South City Mall",B07PFFMP9P,"All-new Echo Dot (3rd Gen)-Black",Crumpet,G090XG0900350PH2,2020-12-14,2020-12-10,BAU,,0,1,1,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,703.39,GT,Yes,703.39,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2011991000317,Kolkata,RDKDE1,"KD Electronics",Kolkata,"West Bengal",9263,"Bhajan Lal Commercials",B07PFFMP9P,"All-new Echo Dot (3rd Gen)-Black",Crumpet,G090XG0900350UT4,2020-12-14,2020-12-07,BAU,,0,1,1,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,703.39,ROT,Yes,703.39,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2107991000261,"Bypass Police Chowki, Mumbai",RDSEK1,Sektra,Mumbai,Maharashtra,792783,"MARU COLLECTION",B084L41R96,"Echo Dot 4th Gen White",Brownie,G091EV0503820PFW,2020-12-14,2020-12-13,BAU,,0,1,0,17,4499,3164.55,3734.17,0,0,0,0.00,0.00,0,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2108991000091,"Bypass Police Chowki, Mumbai",RDSEK1,Sektra,Vasai-Virar,Maharashtra,333583,"Time Store Vasai",B084DWH53T,"Echo Dot 4th Gen Black",Brownie,G091AA07043219X5,2020-12-15,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,0,0,0.00,0.00,0,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2105991000034,"Bypass Police Chowki, Mumbai","RDVIANET ",VIANET,Kolhapur,Maharashtra,235832,"SS Communication & Services Pvt Ltd",B0791YHVMK,"Fire TV Stick with All New Alexa Voice Remote","TANK L",G070L82402570C9L,2020-12-15,2020-12-15,BAU,,0,1,1,17,3999,2812.86,3319.17,0,1000,2999,2109.47,2489.17,703.39,No,0,703.39,GT,Yes,703.39,"BAU Extended"
12,1,BAU,2020-12-11,2020-12-13,SCH11122010000488,"RE: FTV Promotion - Offer from 11th Dec 2020 to 13th Dec 2020",IMLARMS,IML,2105991000213,"Bypass Police Chowki, Mumbai",RDSEK1,Sektra,Mumbai,Maharashtra,956107,"RED APPLE INFOTCH",B07P9B3W1G,"Echo (3rd gen) Black",Pascal,G2A14Q040114008M,2020-12-13,,BAU,,0,1,1,17,9999,7033.19,8299.17,0,3000,6999,4923.03,5809.17,2110.16,No,0,2110.16,GT,Yes,2110.16,"BAU Extended"
12,1,BAU,2020-12-11,2020-12-13,SCH11122010000488,"RE: FTV Promotion - Offer from 11th Dec 2020 to 13th Dec 2020",IMLARMS,IML,2103991000309,"Bypass Police Chowki, Mumbai",RDSEK1,Sektra,Mumbai,Maharashtra,829393,"Bhoomi World",B07KD76PWD,"Echo Show (5) - White",Checkers,G0913L05938305DL,2020-12-13,,BAU,,0,1,1,17,8999,6329.81,7469.17,0,2500,6499,4571.33,5394.17,1758.48,No,0,1758.48,GT,Yes,1758.48,"BAU Extended"
12,1,BAU,2020-12-11,2020-12-13,SCH11122010000488,"RE: FTV Promotion - Offer from 11th Dec 2020 to 13th Dec 2020",IMLARMS,IML,2107991000261,"Bypass Police Chowki, Mumbai",RDSEK1,Sektra,Mumbai,Maharashtra,792783,"MARU COLLECTION",B084KSRFXJ,"Echo Dot 4th Gen Blue",Brownie,G091EU0503830KF3,2020-12-13,2020-12-13,BAU,,0,1,0,17,4499,3164.55,3734.17,0,0,0,0.00,0.00,0,No,0,0,GT,Yes,0,"BAU Extended"
12,1,Promo,2020-12-11,2020-12-13,SCH11122010000488,"RE: FTV Promotion - Offer from 11th Dec 2020 to 13th Dec 2020",IMLARMS,IML,2107991000105,"Bypass Police Chowki, Mumbai",RDKDE1,"KD Electronics",Kolkata,"West Bengal",940372,"R.G. Cellulars- Golpark",B07ZZW86G4,"Fire TV Stick Lite",Sheldon,G071CQ0803740JFF,2020-12-13,,"FRO Awaited",<=7,0,1,1,17,2999,2109.47,2489.17,600,0,2399,1687.43,1991.17,422.04,Yes,422.04,422.04,GT,No,,"Claim Approved"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2107991000241,Kolkata,RDKDE1,"KD Electronics",Kolkata,"West Bengal",9833,"Bard Roy Infotech Pvt Ltd",B084DWH53T,"Echo Dot 4th Gen Black",Brownie,G091AA0503860AXQ,2020-12-15,2020-12-15,BAU,,0,1,0,17,4499,3164.55,3734.17,0,0,0,0.00,0.00,0,No,0,0,GT,Yes,0,"BAU Extended"
12,1,Promo,2020-12-11,2020-12-13,SCH11122010000488,"RE: FTV Promotion - Offer from 11th Dec 2020 to 13th Dec 2020",IMLARMS,IML,2107991000105,"Bypass Police Chowki, Mumbai",RDKDE1,"KD Electronics",Kolkata,"West Bengal",528776,"RG Cellulars Private Limited , Kakurgachi",B07ZZW86G4,"Fire TV Stick Lite",Sheldon,G071CQ0803740LT6,2020-12-13,2020-12-12,"FRO Done",<=7,100,1,1,17,2999,2109.47,2489.17,600,0,2399,1687.43,1991.17,422.04,Yes,422.04,422.04,GT,No,,"Claim Approved"
12,1,BAU,2020-12-11,2020-12-13,SCH11122010000488,"RE: FTV Promotion - Offer from 11th Dec 2020 to 13th Dec 2020",IMLARMS,IML,2107991000047,Kolkata,RDKDE1,"KD Electronics",Kolkata,"West Bengal",9147,"Bhagwati- South City Mall",B07KD8L89H,"Echo Show (5) - Black",Checkers,G0911B06009401A9,2020-12-13,2020-12-13,BAU,,0,1,1,17,8999,6329.81,7469.17,0,2500,6499,4571.33,5394.17,1758.48,No,0,1758.48,GT,Yes,1758.48,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2107991000067,Kolkata,RDKDE1,"KD Electronics",Kolkata,"West Bengal",9147,"Bhagwati- South City Mall",B07ZZW86G4,"Fire TV Stick Lite",Sheldon,g071cq0803842c2n,2020-12-15,2020-12-15,BAU,,0,1,0,17,2999,2109.47,2489.17,0,0,0,0.00,0.00,0,No,0,0,GT,Yes,0,"BAU Extended"
12,1,Promo,2020-12-11,2020-12-13,SCH11122010000488,"RE: FTV Promotion - Offer from 11th Dec 2020 to 13th Dec 2020",IMLARMS,IML,2107991000105,"Bypass Police Chowki, Mumbai",RDKDE1,"KD Electronics",Kolkata,"West Bengal",9992,"Starmark  Quest Mall Kolkata",B07ZZW86G4,"Fire TV Stick Lite",Sheldon,G071CQ08037409LC,2020-12-13,,"FRO Awaited",<=7,33,1,1,17,2999,2109.47,2489.17,600,0,2399,1687.43,1991.17,422.04,Yes,422.04,422.04,GT,No,,"Claim Approved"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2104991000052,Kolkata,RDKDE1,"KD Electronics",Kolkata,"West Bengal",960681,"Expression Novelties Pvt. Ltd",B07PBGQ24B,"Echo (3rd gen) - Grey",Pascal,G2A14R04013309QV,2020-12-15,2020-12-15,BAU,,0,1,1,17,9999,7033.19,8299.17,0,3000,6999,4923.03,5809.17,2110.16,No,0,2110.16,GT,Yes,2110.16,"BAU Extended"
12,1,Promo,2020-12-11,2020-12-13,SCH11122010000488,"RE: FTV Promotion - Offer from 11th Dec 2020 to 13th Dec 2020",REDARMS,Redington,2107991000065,"Phase-1, Okhla, Delhi",RDNAV1,Navrang,"New Delhi",Delhi,839606,"City Electronics",B07ZZW86G4,"Fire TV Stick Lite",Sheldon,g071cq0803841cwv,2020-12-13,,"FRO Awaited",<=7,0,1,1,17,2999,2109.47,2489.17,600,0,2399,1687.43,1991.17,422.04,Yes,422.04,422.04,GT,No,,"Claim Approved"
12,1,Promo,2020-12-11,2020-12-13,SCH11122010000488,"RE: FTV Promotion - Offer from 11th Dec 2020 to 13th Dec 2020",REDARMS,Redington,2107991000065,"Phase-1, Okhla, Delhi",RDNAV1,Navrang,"New Delhi",Delhi,839606,"City Electronics",B07ZZW86G4,"Fire TV Stick Lite",Sheldon,g071cq08037427xg,2020-12-13,,"FRO Awaited",<=7,0,1,1,17,2999,2109.47,2489.17,600,0,2399,1687.43,1991.17,422.04,Yes,422.04,422.04,GT,No,,"Claim Approved"
12,1,Promo,2020-12-11,2020-12-13,SCH11122010000488,"RE: FTV Promotion - Offer from 11th Dec 2020 to 13th Dec 2020",REDARMS,Redington,2107991000065,"Phase-1, Okhla, Delhi",RDNAV1,Navrang,"New Delhi",Delhi,839606,"City Electronics",B07ZZW86G4,"Fire TV Stick Lite",Sheldon,g071cq0803841gc7,2020-12-13,,"FRO Awaited",<=7,0,1,1,17,2999,2109.47,2489.17,600,0,2399,1687.43,1991.17,422.04,Yes,422.04,422.04,GT,No,,"Claim Approved"
12,1,BAU,2020-12-11,2020-12-13,SCH11122010000488,"RE: FTV Promotion - Offer from 11th Dec 2020 to 13th Dec 2020",REDARMS,Redington,2103991000013,"Phase-1, Okhla, Delhi",RDNAV1,Navrang,"New Delhi",Delhi,504057,"New Berco - Dwarka",B0791YHVMK,"Fire TV Stick with All New Alexa Voice Remote","TANK L",G070L82293740FA9,2020-12-11,2020-11-23,BAU,,0,1,1,17,3999,2812.86,3319.17,0,1000,2999,2109.47,2489.17,703.39,No,0,703.39,ROT,Yes,703.39,"BAU Extended"
12,1,BAU,2020-12-11,2020-12-13,SCH11122010000488,"RE: FTV Promotion - Offer from 11th Dec 2020 to 13th Dec 2020",REDARMS,Redington,2107991000065,"Phase-1, Okhla, Delhi",RDNAV1,Navrang,"New Delhi",Delhi,430106,"New Berco - Janakpuri",B07ZZW86G4,"Fire TV Stick Lite",Sheldon,g071cq08038417mr,2020-12-11,2020-11-17,"Prior FRO. Invalid",,0,0,0,17,2999,2109.47,2489.17,0,0,0,0.00,0.00,0,No,0,0,ROT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-11,2020-12-13,SCH11122010000488,"RE: FTV Promotion - Offer from 11th Dec 2020 to 13th Dec 2020",REDARMS,Redington,2105991000093,"Phase-1, Okhla, Delhi",RDNAV1,Navrang,Delhi,Delhi,359379,"New Berco Electronics- Uttam Nagar",B0791YHVMK,"Fire TV Stick with All New Alexa Voice Remote","TANK L",G070L82502660859,2020-12-12,,BAU,,0,1,1,17,3999,2812.86,3319.17,0,1000,2999,2109.47,2489.17,703.39,No,0,703.39,ROT,Yes,703.39,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",REDARMS,Redington,100,Ahmedabad,RDSAG1,"SAGAR INTERNATIONAL",Ludhiana,Punjab,308314,"Party People",B07PFFMP9P,"All-new Echo Dot (3rd Gen)-Black",Crumpet,G090XG090036128A,2020-12-15,2020-12-01,BAU,,0,1,1,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,703.39,GT,Yes,703.39,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2107991000388, BALLABHGARH,RDSAG1,"Sagar International",Ludhiana,Punjab,800679,"Gagan Phone World",B084KSRFXJ,"Echo Dot 4th Gen Blue",Brownie,G091EU05038401XD,2020-12-15,2020-12-06,BAU,,0,1,0,17,4499,3164.55,3734.17,0,0,0,0.00,0.00,0,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-11,2020-12-13,SCH11122010000488,"RE: FTV Promotion - Offer from 11th Dec 2020 to 13th Dec 2020",IMLARMS,IML,,Kolkata,RDKDE1,"KD Electronics",Kolkata,"West Bengal",9990,"Starmark  Mani Square Kolkata",B07KD8L89H,"Echo Show (5) - Black",Checkers,G0911B0592660NKU,2020-12-13,,BAU,,0,1,1,17,8999,6329.81,7469.17,0,2500,6499,4571.33,5394.17,1758.48,No,0,1758.48,GT,Yes,1758.48,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",REDARMS,Redington,100,Ahmedabad,RDSAG1,"SAGAR INTERNATIONAL",Ludhiana,Punjab,308314,"Party People",B07PFFMP9P,"All-new Echo Dot (3rd Gen)-Black",Crumpet,G090XG0900340V9X,2020-12-15,2020-12-12,BAU,,0,1,1,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,703.39,GT,Yes,703.39,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,1912991000136,Mumbai,RDKDE1,"KD Electronics",Kolkata,"West Bengal",9990,"Starmark  Mani Square Kolkata",B0792PG3S8,"All-new Echo Dot (3rd Gen) - Smart speaker with Alexa-Gray",Donut,G090VC0990910MXL,2020-12-15,2019-12-19,BAU,,0,1,0,17,4499,3164.55,3734.17,0,0,0,0.00,0.00,0,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",REDARMS,Redington,2107991000339,Cochin,RDSAG1,"SAGAR INTERNATIONAL",Ludhiana,Punjab,308314,"Party People",B07SLJBBCS,"Echo Show 8 - White",Crown,G09183090255006X,2020-12-15,2020-12-12,BAU,,0,1,1,17,12999,9143.36,10789.17,0,3500,9499,6681.50,7884.17,2461.86,No,0,2461.86,GT,Yes,2461.86,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",REDARMS,Redington,2107991000188,Ludhiana,RDSAG1,"SAGAR INTERNATIONAL",Ludhiana,Punjab,308314,"Party People",B084DWH53T,"Echo Dot 4th Gen Black",Brownie,G091aa0503750f3q,2020-12-15,2020-12-12,BAU,,0,1,0,17,4499,3164.55,3734.17,0,0,0,0.00,0.00,0,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2108991000257,"Bypass Police Chowki, Mumbai",RDSEK1,Sektra,Mumbai,Maharashtra,127002,"DRK TECHNOLOGIES",B07ZZX5ZSW,"Fire TV Stick-3rd generation",Sheldon+,G071EL090454248F,2020-12-15,,BAU,,0,1,0,17,3999,2812.86,3319.17,0,0,0,0.00,0.00,0,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-11,2020-12-13,SCH11122010000488,"RE: FTV Promotion - Offer from 11th Dec 2020 to 13th Dec 2020",IMLARMS,IML,1912991000219,Ahmedabad,IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,146488,"NAVKAR ELECTRONICS ( STADIUM )",B0792HC9RP,"All-new Echo Dot (3rd Gen) - Smart speaker with Alexa-White",Donut,G090U61090931HSD,2020-12-12,2019-12-31,BAU,,0,1,0,17,4499,3164.55,3734.17,0,0,0,0.00,0.00,0,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-11,2020-12-13,SCH11122010000488,"RE: FTV Promotion - Offer from 11th Dec 2020 to 13th Dec 2020",IMLARMS,IML,,Ahmedabad,IMLHARIOM,"Hariom Communication LLP",Daman,"Daman and Diu",402317,"M K Mobile Shop",B071NB4PGV,"Amazon Echo Dot (Black)",Biscuit,G090LF1173860V2H,2020-12-13,2020-01-21,BAU,,0,1,0,17,4499,3164.55,3734.17,0,0,0,0.00,0.00,0,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-11,2020-12-13,SCH11122010000488,"RE: FTV Promotion - Offer from 11th Dec 2020 to 13th Dec 2020",IMLARMS,IML,2004991000192,Mumbai,RDSEK1,Sektra,Mumbai,Maharashtra,9687,"Sektra Infosystems Pvt.Ltd.",B07KD8L89H,"Echo Show (5) - Black",Checkers,G0911B0592660ASW,2020-12-13,2019-07-18,BAU,,0,1,1,17,8999,6329.81,7469.17,0,2500,6499,4571.33,5394.17,1758.48,No,0,1758.48,GT,Yes,1758.48,"BAU Extended"
12,1,BAU,2020-12-11,2020-12-13,SCH11122010000488,"RE: FTV Promotion - Offer from 11th Dec 2020 to 13th Dec 2020",IMLARMS,IML,2107991000410,Indore,RDSEK1,Sektra,Mumbai,Maharashtra,461457,"Turning Point- Worli",B07PFFMP9P,"All-new Echo Dot (3rd Gen)-Black",Crumpet,G090XG11037701MV,2020-12-13,,BAU,,0,1,1,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,703.39,GT,Yes,703.39,"BAU Extended"
